Unemployment,Income inequality,FIPS,Air pollution - particulate matter,State,Population that is not proficient in English
0.074,,12067,11.8,FL,0.033
0.066,4.893,12067,11.8,FL,0.051
0.09,,12069,11.12,FL,0.019
0.075,3.977,12069,11.12,FL,0.019
0.089,,12071,10.48,FL,0.057
0.071,4.262,12071,10.48,FL,0.056
0.072,,12073,11.97,FL,0.009
0.06,5.957,12073,11.97,FL,0.009
0.095,,12075,11.52,FL,0.01
0.081,4.38,12075,11.52,FL,0.011
0.072,,12077,12.17,FL,0.028
0.06,6.052,12077,12.17,FL,0.023
0.101,,12079,11.95,FL,0.012
0.09,4.339,12079,11.95,FL,0.013
0.086,,12081,10.74,FL,0.042
0.071,4.533,12081,10.74,FL,0.04
0.1,,12083,11.37,FL,0.021
0.083,4.058,12083,11.37,FL,0.021
0.088,,12085,10.57,FL,0.037
0.076,4.829,12085,10.57,FL,0.032
0.093,,12086,10.85,FL,0.218
0.084,5.514,12086,10.85,FL,0.216
0.05,,12087,10.73,FL,0.056
0.042,4.463,12087,10.73,FL,0.053
0.077,,12089,12.22,FL,0.002
0.062,4.053,12089,12.22,FL,0.002
0.062,,12091,12.76,FL,0.017
0.052,4.074,12091,12.76,FL,0.016
0.102,,12093,10.59,FL,0.076
0.087,4.841,12093,10.59,FL,0.083
0.083,,12095,10.9,FL,0.06
0.068,4.502,12095,10.9,FL,0.06
0.093,,12097,10.69,FL,0.096
0.075,3.812,12097,10.69,FL,0.096
0.088,,12099,10.6,FL,0.065
0.073,4.875,12099,10.6,FL,0.065
0.099,,12101,11.09,FL,0.021
0.081,4.308,12101,11.09,FL,0.022
0.085,,12103,11.03,FL,0.026
0.071,4.548,12103,11.03,FL,0.026
0.098,,12105,10.8,FL,0.046
0.082,4.144,12105,10.8,FL,0.047
0.112,,12107,11.52,FL,0.016
0.094,4.898,12107,11.52,FL,0.017
0.077,,12113,12.91,FL,0.009
0.066,3.839,12113,12.91,FL,0.008
0.086,,12115,10.63,FL,0.021
0.07,4.367,12115,10.63,FL,0.021
0.078,,12117,10.99,FL,0.023
0.064,4.137,12117,10.99,FL,0.023
0.069,,12109,11.65,FL,0.008
0.056,4.658,12109,11.65,FL,0.007
0.111,,12111,10.55,FL,0.037
0.097,4.348,12111,10.55,FL,0.036
0.074,,12119,11.17,FL,0.016
0.059,3.758,12119,11.17,FL,0.016
0.077,,12121,11.89,FL,0.039
0.066,4.405,12121,11.89,FL,0.034
0.093,,12123,11.84,FL,0.006
0.082,4.262,12123,11.84,FL,0.006
0.073,,12125,11.83,FL,0.005
0.061,3.812,12125,11.83,FL,0.006
0.088,,12127,11.15,FL,0.017
0.073,4.374,12127,11.15,FL,0.016
0.071,,12129,11.99,FL,0.003
0.059,4.033,12129,11.99,FL,0.005
0.056,,12131,12.62,FL,0.017
0.045,4.5,12131,12.62,FL,0.015
0.094,,12133,12.47,FL,0.004
0.082,4.618,12133,12.47,FL,0.002
0.103,,13001,12.63,GA,0.013
0.1,5.14,13001,12.63,GA,0.014
0.134,,13003,12.38,GA,0.076
0.11,5.676,13003,12.38,GA,0.079
0.098,,13005,12.56,GA,0.012
0.083,6.461,13005,12.56,GA,0.022
0.087,,13007,12.16,GA,0.0
0.078,6.506,13007,12.16,GA,0.0
0.12,,13009,12.94,GA,0.009
0.112,6.365,13009,12.94,GA,0.008
0.066,,13011,13.33,GA,0.017
0.063,4.43,13011,13.33,GA,0.015
0.084,,13013,13.27,GA,0.024
0.074,3.548,13013,13.27,GA,0.025
0.092,,13015,13.19,GA,0.023
0.082,4.194,13015,13.19,GA,0.018
0.129,,13017,12.47,GA,0.009
0.111,5.552,13017,12.47,GA,0.006
0.102,,13019,12.27,GA,0.015
0.094,4.768,13019,12.27,GA,0.018
0.098,,13021,12.93,GA,0.011
0.088,5.868,13021,12.93,GA,0.011
0.135,,13023,12.75,GA,0.005
0.15,6.707,13023,12.75,GA,0.002
0.111,,13025,12.61,GA,0.002
0.095,4.632,13025,12.61,GA,0.002
0.086,,13027,12.05,GA,0.025
0.078,5.226,13027,12.05,GA,0.018
0.076,,13029,12.76,GA,0.004
0.071,4.206,13029,12.76,GA,0.003
0.104,,13031,12.72,GA,0.013
0.092,6.522,13031,12.72,GA,0.013
0.116,,13033,12.76,GA,0.006
0.112,5.896,13033,12.76,GA,0.007
0.106,,13035,13.13,GA,0.008
0.098,3.954,13035,13.13,GA,0.009
0.107,,13037,12.33,GA,0.025
0.111,6.165,13037,12.33,GA,0.028
0.09,,13039,12.5,GA,0.007
0.085,4.458,13039,12.5,GA,0.006
0.103,,13043,12.72,GA,0.015
0.099,5.17,13043,12.72,GA,0.017
0.097,,13045,13.04,GA,0.019
0.096,4.768,13045,13.04,GA,0.018
0.066,,13047,13.35,GA,0.003
0.061,4.081,13047,13.35,GA,0.005
0.114,,13049,12.3,GA,0.025
0.103,4.807,13049,12.3,GA,0.026
0.086,,13051,12.78,GA,0.02
0.077,4.866,13051,12.78,GA,0.02
0.183,,13053,12.75,GA,0.013
0.167,2.793,13053,12.75,GA,0.017
0.108,,13055,13.09,GA,0.018
0.096,4.152,13055,13.09,GA,0.017
0.072,,13057,13.31,GA,0.028
0.065,3.969,13057,13.31,GA,0.028
0.07,,13059,13.17,GA,0.031
0.064,7.475,13059,13.17,GA,0.035
0.094,,13061,12.42,GA,0.0
0.084,4.619,13061,12.42,GA,0.0
0.111,,13063,13.18,GA,0.064
0.099,4.091,13063,13.18,GA,0.064
0.109,,13065,12.25,GA,0.024
0.103,6.173,13065,12.25,GA,0.023
0.081,,13067,13.22,GA,0.043
0.071,4.624,13067,13.22,GA,0.042
0.131,,13069,12.47,GA,0.02
0.115,4.713,13069,12.47,GA,0.014
0.092,,13071,12.09,GA,0.072
0.093,5.202,13071,12.09,GA,0.076
0.068,,13073,12.83,GA,0.016
0.063,3.662,13073,12.83,GA,0.017
0.112,,13075,12.18,GA,0.025
0.1,4.768,13075,12.18,GA,0.021
0.083,,13077,13.07,GA,0.021
0.074,3.968,13077,13.07,GA,0.02
0.094,,13079,12.92,GA,0.001
0.085,4.639,13079,12.92,GA,0.001
0.123,,13081,12.46,GA,0.003
0.115,5.883,13081,12.46,GA,0.004
0.075,,13083,13.27,GA,0.001
0.071,4.307,13083,13.27,GA,0.001
0.077,,13085,13.47,GA,0.004
0.067,4.341,13085,13.47,GA,0.005
0.093,,13089,13.27,GA,0.056
0.083,4.961,13089,13.27,GA,0.057
0.113,,13087,12.12,GA,0.009
0.106,5.585,13087,12.12,GA,0.007
0.115,,13091,12.64,GA,0.005
0.115,5.707,13091,12.64,GA,0.005
0.131,,13093,12.59,GA,0.005
0.131,5.723,13093,12.59,GA,0.005
0.106,,13095,12.24,GA,0.004
0.098,6.056,13095,12.24,GA,0.005
0.092,,13097,13.12,GA,0.026
0.083,3.878,13097,13.12,GA,0.025
0.084,,13099,12.28,GA,0.001
0.073,5.766,13099,12.28,GA,0.001
0.071,,13101,12.12,GA,0.132
0.059,4.47,13101,12.12,GA,0.101
0.077,,13103,12.73,GA,0.003
0.067,3.752,13103,12.73,GA,0.004
0.118,,13105,13.05,GA,0.019
0.104,4.416,13105,13.05,GA,0.02
0.113,,13107,12.75,GA,0.027
0.114,5.096,13107,12.75,GA,0.021
0.088,,13109,12.72,GA,0.054
0.078,5.078,13109,12.72,GA,0.042
0.096,,13111,13.44,GA,0.011
0.084,5.01,13111,13.44,GA,0.012
0.079,,13113,13.12,GA,0.015
0.072,3.99,13113,13.12,GA,0.013
0.1,,13115,13.07,GA,0.033
0.088,4.912,13115,13.07,GA,0.029
0.068,,13117,13.43,GA,0.038
0.06,3.974,13117,13.43,GA,0.036
0.106,,13119,13.21,GA,0.013
0.095,4.963,13119,13.21,GA,0.011
0.096,,13121,13.21,GA,0.034
0.086,6.324,13121,13.21,GA,0.031
0.102,,13123,13.39,GA,0.038
0.087,3.974,13123,13.39,GA,0.039
0.114,,13125,12.87,GA,0.002
0.113,4.509,13125,12.87,GA,0.002
0.097,,13127,12.76,GA,0.026
0.089,5.055,13127,12.76,GA,0.029
0.1,,13129,13.25,GA,0.06
0.091,4.595,13129,13.25,GA,0.054
0.076,,13131,12.01,GA,0.047
0.069,5.634,13131,12.01,GA,0.044
0.096,,13133,13.04,GA,0.01
0.087,5.833,13133,13.04,GA,0.008
0.078,,13135,13.35,GA,0.084
0.071,3.987,13135,13.35,GA,0.082
0.089,,13137,13.31,GA,0.038
0.075,4.425,13137,13.31,GA,0.037
0.075,,13139,13.4,GA,0.092
0.066,4.213,13139,13.4,GA,0.09
0.17,,13141,12.94,GA,0.008
0.16,5.436,13141,12.94,GA,0.005
0.095,,13143,13.04,GA,0.003
0.087,5.342,13143,13.04,GA,0.003
0.068,,13145,12.93,GA,0.006
0.065,4.608,13145,12.93,GA,0.006
0.11,,13147,13.11,GA,0.006
0.101,5.523,13147,13.11,GA,0.008
0.102,,13149,13.01,GA,0.001
0.099,4.757,13149,13.01,GA,0.001
0.09,,13151,13.19,GA,0.013
0.081,3.565,13151,13.19,GA,0.015
0.076,,13153,12.76,GA,0.013
0.071,4.187,13153,12.76,GA,0.016
0.119,,13155,12.39,GA,0.013
0.111,5.1,13155,12.39,GA,0.006
0.087,,13157,13.28,GA,0.018
0.074,4.416,13157,13.28,GA,0.022
0.096,,13159,13.08,GA,0.019
0.082,4.349,13159,13.08,GA,0.013
0.139,,13161,12.58,GA,0.015
0.122,4.538,13161,12.58,GA,0.018
0.139,,13163,12.82,GA,0.0
0.147,5.103,13163,12.82,GA,0.004
0.172,,13165,12.74,GA,0.024
0.162,5.325,13165,12.74,GA,0.021
0.13,,13167,12.8,GA,0.001
0.127,5.641,13167,12.8,GA,0.001
0.086,,13169,12.98,GA,0.002
0.072,4.189,13169,12.98,GA,0.001
0.106,,13171,13.06,GA,0.004
0.104,4.645,13171,13.06,GA,0.005
0.077,,13173,12.24,GA,0.019
0.072,5.388,13173,12.24,GA,0.015
0.117,,13175,12.75,GA,0.009
0.105,6.179,13175,12.75,GA,0.009
0.074,,13177,12.37,GA,0.01
0.07,3.991,13177,12.37,GA,0.012
0.097,,13179,12.76,GA,0.011
0.095,4.239,13179,12.76,GA,0.009
0.103,,13181,12.9,GA,0.001
0.097,5.278,13181,12.9,GA,0.0
0.071,,13183,12.73,GA,0.038
0.069,3.898,13183,12.73,GA,0.021
0.087,,13185,12.11,GA,0.009
0.08,5.12,13185,12.11,GA,0.008
0.093,,13187,13.46,GA,0.01
0.086,5.019,13187,13.46,GA,0.004
0.147,,13193,12.69,GA,0.021
0.142,5.232,13193,12.69,GA,0.017
0.068,,13195,13.17,GA,0.009
0.058,4.061,13195,13.17,GA,0.014
0.081,,13197,12.73,GA,0.018
0.071,5.139,13197,12.73,GA,0.024
0.102,,13189,12.87,GA,0.006
0.093,5.243,13189,12.87,GA,0.006
0.106,,13191,12.81,GA,0.005
0.101,4.63,13191,12.81,GA,0.001
0.113,,13199,13.02,GA,0.007
0.11,4.378,13199,13.02,GA,0.004
0.063,,13201,12.18,GA,0.009
0.056,5.274,13201,12.18,GA,0.007
0.09,,13205,12.06,GA,0.009
0.087,5.636,13205,12.06,GA,0.013
0.082,,13207,13.03,GA,0.005
0.079,4.786,13207,13.03,GA,0.006
0.101,,13209,12.68,GA,0.016
0.099,5.037,13209,12.68,GA,0.02
0.08,,13211,13.11,GA,0.011
0.072,4.421,13211,13.11,GA,0.004
0.123,,13213,13.36,GA,0.035
0.107,4.521,13213,13.36,GA,0.036
0.091,,13215,12.82,GA,0.014
0.089,4.975,13215,12.82,GA,0.015
0.103,,13217,13.19,GA,0.011
0.092,4.05,13217,13.19,GA,0.011
0.055,,13219,13.16,GA,0.01
0.048,4.382,13219,13.16,GA,0.014
0.067,,13221,13.08,GA,0.007
0.059,4.065,13221,13.08,GA,0.008
0.084,,13223,13.14,GA,0.007
0.074,3.385,13223,13.14,GA,0.007
0.109,,13225,12.81,GA,0.02
0.107,5.714,13225,12.81,GA,0.022
0.083,,13227,13.36,GA,0.008
0.075,4.11,13227,13.36,GA,0.01
0.092,,13229,12.6,GA,0.024
0.081,4.421,13229,12.6,GA,0.022
0.091,,13231,13.05,GA,0.0
0.084,3.616,13231,13.05,GA,0.001
0.089,,13233,13.06,GA,0.047
0.079,4.405,13233,13.06,GA,0.05
0.096,,13235,12.65,GA,0.004
0.096,4.712,13235,12.65,GA,0.004
0.107,,13237,13.01,GA,0.031
0.097,4.406,13237,13.01,GA,0.034
0.111,,13239,12.55,GA,0.0
0.103,3.9,13239,12.55,GA,0.0
0.123,,13241,13.29,GA,0.022
0.106,5.392,13241,13.29,GA,0.02
0.137,,13243,12.47,GA,0.001
0.112,4.412,13243,12.47,GA,0.0
0.104,,13245,12.78,GA,0.008
0.094,5.269,13245,12.78,GA,0.009
0.101,,13247,13.26,GA,0.035
0.09,3.908,13247,13.26,GA,0.031
0.119,,13249,12.68,GA,0.0
0.1,5.921,13249,12.68,GA,0.004
0.116,,13251,12.71,GA,0.002
0.106,5.633,13251,12.71,GA,0.002
0.093,,13253,12.22,GA,0.004
0.084,5.217,13253,12.22,GA,0.001
0.113,,13255,13.1,GA,0.012
0.107,5.098,13255,13.1,GA,0.009
0.092,,13257,13.26,GA,0.006
0.079,4.524,13257,13.26,GA,0.003
0.114,,13259,12.62,GA,0.069
0.11,5.422,13259,12.62,GA,0.1
0.128,,13261,12.53,GA,0.018
0.123,5.964,13261,12.53,GA,0.016
0.093,,13263,12.93,GA,0.002
0.085,5.348,13263,12.93,GA,0.002
0.108,,13265,12.97,GA,0.0
0.09,4.265,13265,12.97,GA,0.0
0.101,,13267,12.7,GA,0.031
0.096,5.419,13267,12.7,GA,0.029
0.126,,13269,12.83,GA,0.0
0.107,6.244,13269,12.83,GA,0.0
0.155,,13271,12.57,GA,0.052
0.156,5.84,13271,12.57,GA,0.061
0.098,,13273,12.4,GA,0.002
0.093,5.591,13273,12.4,GA,0.002
0.08,,13275,11.99,GA,0.01
0.072,6.017,13275,11.99,GA,0.011
0.102,,13277,12.28,GA,0.039
0.087,6.372,13277,12.28,GA,0.032
0.106,,13279,12.68,GA,0.03
0.1,6.509,13279,12.68,GA,0.035
0.083,,13281,13.38,GA,0.019
0.075,4.187,13281,13.38,GA,0.015
0.14,,13283,12.72,GA,0.006
0.13,5.703,13283,12.72,GA,0.004
0.101,,13285,13.0,GA,0.012
0.088,5.454,13285,13.0,GA,0.013
0.096,,13287,12.37,GA,0.018
0.08,6.08,13287,12.37,GA,0.02
0.125,,13289,12.85,GA,0.007
0.11,6.942,13289,12.85,GA,0.001
0.074,,13291,13.45,GA,0.006
0.066,4.575,13291,13.45,GA,0.005
0.111,,13293,12.98,GA,0.002
0.102,4.305,13293,12.98,GA,0.003
0.077,,13295,13.26,GA,0.003
0.071,4.632,13295,13.26,GA,0.003
0.085,,13297,13.22,GA,0.012
0.075,4.448,13297,13.22,GA,0.012
0.111,,13299,12.38,GA,0.016
0.103,5.488,13299,12.38,GA,0.017
0.158,,13301,12.91,GA,0.0
0.125,5.849,13301,12.91,GA,0.0
0.113,,13303,12.86,GA,0.004
0.108,5.791,13303,12.86,GA,0.004
0.115,,13305,12.69,GA,0.015
0.106,4.847,13305,12.69,GA,0.016
0.083,,13307,12.57,GA,0.0
0.078,5.722,13307,12.57,GA,0.007
0.102,,13309,12.65,GA,0.001
0.094,5.816,13309,12.65,GA,0.003
0.089,,13311,13.38,GA,0.005
0.077,4.2,13311,13.38,GA,0.004
0.113,,13313,13.34,GA,0.09
0.103,4.272,13313,13.34,GA,0.083
0.123,,13315,12.53,GA,0.008
0.119,5.273,13315,12.53,GA,0.006
0.109,,13317,12.97,GA,0.007
0.102,5.38,13317,12.97,GA,0.004
0.096,,13319,12.87,GA,0.003
0.09,4.36,13319,12.87,GA,0.003
0.088,,13321,12.25,GA,0.005
0.082,4.505,13321,12.25,GA,0.005
0.083,,15001,,HI,0.025
0.068,5.035,15001,,HI,0.023
0.052,,15003,,HI,0.056
0.043,4.115,15003,,HI,0.056
0.074,,15007,,HI,0.029
0.057,4.094,15007,,HI,0.03
0.063,,15009,,HI,0.036
0.051,4.155,15009,,HI,0.032
0.042,,19001,9.61,IA,0.002
0.039,3.735,19001,9.61,IA,0.0
0.044,,19003,9.15,IA,0.0
0.038,3.635,19003,9.15,IA,0.0
0.069,,19005,11.82,IA,0.025
0.064,3.71,19005,11.82,IA,0.021
0.069,,19007,9.63,IA,0.003
0.064,4.431,19007,9.63,IA,0.003
0.052,,19009,10.02,IA,0.002
0.049,4.284,19009,10.02,IA,0.002
0.053,,19011,11.01,IA,0.005
0.05,3.602,19011,11.01,IA,0.006
0.054,,19013,11.26,IA,0.013
0.047,4.275,19013,11.26,IA,0.014
0.044,,19015,10.69,IA,0.003
0.038,4.102,19015,10.69,IA,0.004
0.039,,19017,11.47,IA,0.003
0.038,3.778,19017,11.47,IA,0.002
0.051,,19019,11.29,IA,0.006
0.048,3.611,19019,11.29,IA,0.005
0.045,,19021,11.45,IA,0.114
0.041,4.072,19021,11.45,IA,0.115
0.044,,19023,11.43,IA,0.002
0.042,3.546,19023,11.43,IA,0.002
0.048,,19025,11.03,IA,0.006
0.044,4.261,19025,11.03,IA,0.002
0.037,,19027,10.57,IA,0.005
0.031,4.4,19027,10.57,IA,0.002
0.053,,19029,9.46,IA,0.003
0.049,3.721,19029,9.46,IA,0.007
0.045,,19031,11.18,IA,0.004
0.041,3.232,19031,11.18,IA,0.004
0.057,,19033,11.8,IA,0.008
0.052,4.446,19033,11.8,IA,0.007
0.046,,19035,11.46,IA,0.002
0.043,4.159,19035,11.46,IA,0.004
0.052,,19037,11.7,IA,0.007
0.047,4.025,19037,11.7,IA,0.005
0.062,,19039,9.54,IA,0.04
0.055,4.722,19039,9.54,IA,0.04
0.05,,19041,11.96,IA,0.007
0.043,4.102,19041,11.96,IA,0.009
0.062,,19043,11.6,IA,0.004
0.058,3.704,19043,11.6,IA,0.004
0.061,,19045,11.59,IA,0.004
0.053,4.423,19045,11.59,IA,0.005
0.043,,19047,10.52,IA,0.105
0.039,3.749,19047,10.52,IA,0.087
0.043,,19049,10.21,IA,0.017
0.037,4.063,19049,10.21,IA,0.017
0.064,,19051,9.84,IA,0.011
0.058,4.004,19051,9.84,IA,0.009
0.047,,19053,9.22,IA,0.007
0.045,5.008,19053,9.22,IA,0.005
0.044,,19055,11.42,IA,0.0
0.04,3.884,19055,11.42,IA,0.003
0.064,,19057,10.71,IA,0.004
0.06,4.118,19057,10.71,IA,0.005
0.058,,19059,12.42,IA,0.003
0.052,4.265,19059,12.42,IA,0.002
0.048,,19061,11.61,IA,0.004
0.045,3.795,19061,11.61,IA,0.004
0.047,,19063,12.34,IA,0.041
0.041,4.312,19063,12.34,IA,0.039
0.057,,19065,11.53,IA,0.004
0.052,3.826,19065,11.53,IA,0.004
0.064,,19067,11.72,IA,0.003
0.053,4.445,19067,11.72,IA,0.004
0.047,,19069,11.44,IA,0.02
0.044,3.87,19069,11.44,IA,0.024
0.057,,19071,8.54,IA,0.002
0.042,3.959,19071,8.54,IA,0.0
0.052,,19073,10.63,IA,0.011
0.046,4.389,19073,10.63,IA,0.003
0.045,,19075,11.17,IA,0.001
0.041,3.453,19075,11.17,IA,0.001
0.057,,19077,10.11,IA,0.005
0.049,4.006,19077,10.11,IA,0.005
0.076,,19079,11.08,IA,0.013
0.058,3.922,19079,11.08,IA,0.004
0.051,,19081,11.84,IA,0.006
0.041,3.791,19081,11.84,IA,0.004
0.055,,19083,11.13,IA,0.007
0.05,4.242,19083,11.13,IA,0.008
0.046,,19085,10.09,IA,0.001
0.04,4.027,19085,10.09,IA,0.001
0.066,,19087,10.48,IA,0.029
0.056,4.372,19087,10.48,IA,0.018
0.052,,19089,11.94,IA,0.002
0.048,3.879,19089,11.94,IA,0.002
0.044,,19091,11.49,IA,0.008
0.04,4.161,19091,11.49,IA,0.006
0.04,,19093,10.99,IA,0.002
0.038,4.155,19093,10.99,IA,0.0
0.054,,19095,10.7,IA,0.004
0.046,3.778,19095,10.7,IA,0.003
0.057,,19097,11.66,IA,0.003
0.053,4.314,19097,11.66,IA,0.002
0.07,,19099,10.46,IA,0.003
0.056,3.889,19099,10.46,IA,0.003
0.063,,19101,10.27,IA,0.033
0.056,4.275,19101,10.27,IA,0.038
0.038,,19103,10.87,IA,0.018
0.033,5.221,19103,10.87,IA,0.015
0.057,,19105,11.37,IA,0.002
0.055,3.705,19105,11.37,IA,0.003
0.057,,19107,10.39,IA,0.001
0.049,3.696,19107,10.39,IA,0.002
0.037,,19109,12.04,IA,0.003
0.032,3.873,19109,12.04,IA,0.003
0.08,,19111,10.36,IA,0.003
0.075,3.908,19111,10.36,IA,0.003
0.053,,19113,11.13,IA,0.008
0.048,4.048,19113,11.13,IA,0.009
0.057,,19115,10.81,IA,0.055
0.05,3.412,19115,10.81,IA,0.049
0.045,,19117,9.71,IA,0.017
0.042,4.312,19117,9.71,IA,0.018
0.027,,19119,12.25,IA,0.001
0.026,3.269,19119,12.25,IA,0.001
0.059,,19121,9.77,IA,0.006
0.05,4.182,19121,9.77,IA,0.005
0.055,,19123,10.22,IA,0.006
0.048,4.61,19123,10.22,IA,0.004
0.051,,19125,10.08,IA,0.004
0.045,3.747,19125,10.08,IA,0.004
0.067,,19127,10.84,IA,0.057
0.059,3.49,19127,10.84,IA,0.06
0.039,,19129,8.96,IA,0.0
0.037,3.792,19129,8.96,IA,0.001
0.048,,19131,12.0,IA,0.006
0.042,3.497,19131,12.0,IA,0.009
0.071,,19133,10.73,IA,0.002
0.061,4.173,19133,10.73,IA,0.002
0.056,,19135,9.89,IA,0.009
0.052,4.42,19135,9.89,IA,0.006
0.054,,19137,8.97,IA,0.011
0.049,4.664,19137,8.97,IA,0.01
0.055,,19139,11.04,IA,0.027
0.047,4.155,19139,11.04,IA,0.029
0.041,,19141,11.98,IA,0.006
0.037,4.208,19141,11.98,IA,0.007
0.047,,19143,12.43,IA,0.016
0.042,3.66,19143,12.43,IA,0.009
0.054,,19145,8.56,IA,0.011
0.05,4.447,19145,8.56,IA,0.006
0.041,,19147,11.92,IA,0.006
0.035,4.713,19147,11.92,IA,0.007
0.041,,19149,11.52,IA,0.012
0.038,3.497,19149,11.52,IA,0.013
0.041,,19151,11.44,IA,0.003
0.037,4.53,19151,11.44,IA,0.004
0.054,,19153,10.34,IA,0.03
0.048,4.156,19153,10.34,IA,0.03
0.046,,19155,9.41,IA,0.018
0.04,4.185,19155,9.41,IA,0.017
0.051,,19157,10.58,IA,0.006
0.046,4.214,19157,10.58,IA,0.004
0.048,,19159,8.99,IA,0.008
0.044,3.994,19159,8.99,IA,0.009
0.042,,19161,11.0,IA,0.001
0.04,4.017,19161,11.0,IA,0.001
0.064,,19163,11.42,IA,0.011
0.059,4.513,19163,11.42,IA,0.009
0.034,,19165,9.94,IA,0.004
0.032,3.933,19165,9.94,IA,0.01
0.034,,19167,11.91,IA,0.025
0.033,3.382,19167,11.91,IA,0.027
0.039,,19169,10.77,IA,0.008
0.035,5.066,19169,10.77,IA,0.007
0.066,,19171,10.94,IA,0.016
0.058,3.769,19171,10.94,IA,0.015
0.04,,19173,8.76,IA,0.014
0.036,3.831,19173,8.76,IA,0.015
0.051,,19175,9.34,IA,0.001
0.047,4.144,19175,9.34,IA,0.002
0.063,,19177,10.07,IA,0.005
0.057,3.885,19177,10.07,IA,0.005
0.073,,19179,10.07,IA,0.035
0.062,4.781,19179,10.07,IA,0.036
0.051,,19181,9.93,IA,0.002
0.044,3.57,19181,9.93,IA,0.002
0.045,,19183,10.58,IA,0.011
0.037,3.639,19183,10.58,IA,0.013
0.049,,19185,9.43,IA,0.001
0.045,4.527,19185,9.43,IA,0.002
0.071,,19187,11.11,IA,0.006
0.056,4.68,19187,11.11,IA,0.006
0.058,,19189,12.19,IA,0.008
0.048,4.242,19189,12.19,IA,0.012
0.047,,19191,11.83,IA,0.005
0.045,3.853,19191,11.83,IA,0.003
0.053,,19193,11.13,IA,0.042
0.045,4.253,19193,11.13,IA,0.043
0.055,,19195,12.11,IA,0.003
0.05,3.435,19195,12.11,IA,0.002
0.056,,19197,11.44,IA,0.032
0.044,3.973,19197,11.44,IA,0.036
0.063,,16001,9.0,ID,0.014
0.055,4.142,16001,9.0,ID,0.013
0.139,,16003,9.58,ID,0.0
0.128,4.558,16003,9.58,ID,0.0
0.07,,16005,10.38,ID,0.007
0.063,4.4,16005,10.38,ID,0.006
0.047,,16007,10.75,ID,0.002
0.045,4.177,16007,10.75,ID,0.006
0.12,,16009,11.2,ID,0.001
0.105,3.404,16009,11.2,ID,0.001
0.061,,16011,9.91,ID,0.037
0.059,4.102,16011,9.91,ID,0.039
0.067,,16013,9.37,ID,0.062
0.056,4.009,16013,9.37,ID,0.053
0.086,,16015,8.92,ID,0.005
0.073,5.515,16015,8.92,ID,0.007
0.099,,16017,11.35,ID,0.002
0.086,4.618,16017,11.35,ID,0.002
0.06,,16019,10.0,ID,0.019
0.054,3.889,16019,10.0,ID,0.019
0.1,,16021,11.43,ID,0.0
0.09,5.062,16021,11.43,ID,0.0
0.072,,16023,9.42,ID,0.009
0.067,4.465,16023,9.42,ID,0.007
0.083,,16027,8.79,ID,0.045
0.07,3.849,16027,8.79,ID,0.04
0.058,,16029,10.4,ID,0.02
0.053,3.503,16029,10.4,ID,0.015
0.055,,16031,10.53,ID,0.065
0.053,4.516,16031,10.53,ID,0.066
0.13,,16035,10.93,ID,0.004
0.121,3.496,16035,10.93,ID,0.003
0.071,,16037,9.36,ID,0.011
0.078,4.939,16037,9.36,ID,0.009
0.075,,16039,9.16,ID,0.026
0.07,3.467,16039,9.16,ID,0.031
0.045,,16041,10.8,ID,0.011
0.039,3.536,16041,10.8,ID,0.022
0.065,,16043,10.06,ID,0.049
0.059,3.708,16043,10.06,ID,0.047
0.091,,16045,8.92,ID,0.011
0.077,4.297,16045,8.92,ID,0.014
0.051,,16047,9.63,ID,0.043
0.046,3.639,16047,9.63,ID,0.058
0.093,,16049,10.43,ID,0.003
0.088,3.708,16049,10.43,ID,0.004
0.06,,16051,9.62,ID,0.022
0.052,3.35,16051,9.62,ID,0.023
0.064,,16053,9.97,ID,0.084
0.055,3.808,16053,9.97,ID,0.089
0.084,,16055,11.26,ID,0.004
0.072,3.692,16055,11.26,ID,0.004
0.064,,16057,11.07,ID,0.006
0.057,4.93,16057,11.07,ID,0.009
0.099,,16059,10.04,ID,0.001
0.098,5.001,16059,10.04,ID,0.0
0.058,,16061,10.65,ID,0.012
0.053,3.962,16061,10.65,ID,0.012
0.091,,16063,9.69,ID,0.073
0.079,3.411,16063,9.69,ID,0.079
0.055,,16065,9.77,ID,0.01
0.046,5.269,16065,9.77,ID,0.009
0.061,,16067,9.95,ID,0.072
0.057,3.555,16067,9.95,ID,0.076
0.059,,16069,10.69,ID,0.003
0.054,3.834,16069,10.69,ID,0.003
0.041,,16071,10.71,ID,0.006
0.038,4.299,16071,10.71,ID,0.007
0.047,,16073,9.98,ID,0.073
0.046,4.287,16073,9.98,ID,0.068
0.08,,16075,8.81,ID,0.033
0.072,4.163,16075,8.81,ID,0.023
0.081,,16077,10.21,ID,0.078
0.07,2.83,16077,10.21,ID,0.092
0.116,,16079,11.18,ID,0.004
0.113,4.681,16079,11.18,ID,0.003
0.057,,16081,9.93,ID,0.063
0.05,3.973,16081,9.93,ID,0.058
0.066,,16083,10.33,ID,0.04
0.057,3.606,16083,10.33,ID,0.041
0.114,,16085,9.62,ID,0.015
0.106,3.917,16085,9.62,ID,0.012
0.084,,16087,9.16,ID,0.052
0.076,4.318,16087,9.16,ID,0.041
0.062,,17001,10.76,IL,0.003
0.065,4.329,17001,10.76,IL,0.004
0.114,,17003,12.99,IL,0.001
0.113,4.996,17003,12.99,IL,0.002
